Datetime,btc,eth,usdt,bnb,ada,xrp,usdc,doge,dot,busd,uni,bch,ltc,sol,link,wbtc,matic,etc,xlm,theta,dai,icp,vet,fil,trx,cusdc,eos,xmr,aave,shib,atom,cdai,luna,cro,cake,okb,leo,ceth,algo,ftt,bsv,cel,amp,klay,xtz,neo,mkr,comp,miota,AVAX,snx,grt,ust,ksm,tfuel,egld,safemoon,dcr,rune,btt,hbar,ht,tusd,sushi,waves,chz,hbtc,stx,dash,steth,enj,zec,axs,yfi,hnt,xdc,xem,hot,kcs,tel,qnt,flow,pax,mana,zil,nexo,near,one,bat,mdx,titan,lusd,btg,bnt,qtum,zen,omi,cusdt,zrx,sc
2021-06-05,687669496150.68,313827509200.58,62431519200.25,61672973116.11,54922947420.98,44668852920.74,22893530458.75,49115816820.32,24757437935.15,9545236220.73,13763121097.24,12481476432.59,11871776862.51,10924766461.12,12371151077.79,6902866927.30,10244394405.31,8271763241.76,8928555195.13,9315403407.39,4559134869.98,13746064471.26,8725262892.35,6811456337.21,5525846641.46,3177305338.42,5727503896.77,5063734770.36,4807129006.41,4346956373.20,3667647846.70,3382363222.01,2640506272.75,3107006610.53,3473365379.69,4404593548.67,2542991014.77,3601040936.03,3167540239.94,3061080899.08,3255037229.19,3263987087.16,2017512009.08,3267758926.44,2957718420.29,4025567962.56,3350328714.10,2100931611.09,3492724150.30,2394039857.83,1912413119.58,983394729.70,1928464706.70,3768530011.50,2478012783.34,1755395145.71,2274837995.06,1815610655.63,2911681041.71,2768289959.41,1974747069.41,2825939626.05,1421954199.61,2019002887.07,1436764053.60,1439825553.61,1319375240.46,1081647254.99,1939867411.35,1241593901.74,1396071219.71,1733792710.84,238920526.50,1541250784.15,1249420019.82,692363330.25,1669140202.65,1525998367.94,700438508.21,1820462857.85,574110626.76,662666109.11,1125286229.74,1103227234.83,1528798822.90,1199940340.53,1265331787.57,982228971.33,1154824996.95,286300254.02,489557374.67,762668919.57,1010380684.47,928549839.00,1169169115.88,1138016237.55,466980508.87,622683329.21,905629443.99,921789655.55
2021-06-06,674140986472.75,312380716517.60,62500854044.49,60265523288.80,53837424013.05,43171834538.13,22957396926.68,48286573658.04,24084658952.37,9569436018.72,13459076398.97,12330378163.59,11770691625.92,11118437495.85,11849041209.00,6759864866.14,9765872250.22,8157969054.27,8833733989.67,8970084701.64,4565124588.94,13273342259.34,8506170735.01,6728671451.49,5504268740.16,3146690458.79,5602041736.89,4817159569.56,4637902332.16,4205829475.04,3557472963.92,3331648466.86,2568268402.25,3065482631.99,3336858693.72,4333722237.62,2459146081.45,3589281305.31,3063290312.57,2973253181.21,3318597114.23,3271469111.14,2111962868.40,3137915270.29,2913772462.54,3970788979.94,3222866257.49,2017538106.49,3416713298.94,2315853060.32,1832663816.96,950335427.44,1921646227.85,3647651586.57,2390424239.52,1746800375.59,2296375342.43,1857444736.17,2705822960.35,2667116382.24,1940799016.91,2729820823.36,1466794908.57,1999525799.74,1554437471.81,1422956819.97,1292397767.46,1052681848.61,1916970463.16,1234584990.75,1376958708.32,1701638619.69,237038202.67,1538174539.05,1211645117.46,665613687.61,1678241124.12,1514999984.60,674429665.37,1794373519.56,567094196.44,632072116.93,1125753989.75,1084897057.18,1522580837.34,1218027153.48,1267424224.13,957404403.41,1131666408.24,271697374.45,582136270.76,773654008.69,988309499.12,908296541.39,1131483741.85,1091357243.88,447889252.25,624896447.28,885982171.87,894379997.39
2021-06-07,678183215067.26,321449132280.73,62562856786.60,61140778051.08,54890244359.11,44159781231.09,23094980682.82,48386951704.72,24670367658.30,9687119019.06,13727655933.60,12410013644.23,11908554283.51,11651435301.09,12050406287.70,6789932221.65,10417961761.44,8198187623.88,8931010544.29,9436093391.80,4585638442.99,13203116425.04,8520387890.13,6921139832.21,5575012476.27,3187524520.34,5613558417.79,4935026610.56,4798551217.25,4239265682.26,3654242574.74,3354747164.07,2631621576.23,3199568534.77,3467856378.94,4352408193.45,2361198648.92,3709085720.40,3206963275.69,3020856920.38,3328071179.45,3256718276.15,2138788767.44,3065202379.60,3254438061.74,4039811714.24,3334754550.11,2077970836.97,3538131907.58,2981919910.46,1872627552.29,991727943.58,1915967347.00,3854367073.98,2514182064.27,1777165160.03,2363951374.96,1886124242.49,2739182489.94,2680405644.80,1981125406.63,2735244792.51,1474342745.98,1986539635.23,1585369705.95,1444881678.40,1300141018.54,1069161937.36,1936454819.70,1274980460.60,1387410582.76,1687028616.95,244758653.79,1571251167.05,1211957942.26,674458324.93,1706322277.69,1540319778.68,684079016.14,1883451040.41,578698799.57,641788669.37,1087179334.06,1088376587.42,1526361427.73,1312775044.08,1274191532.16,993233465.03,1150033672.90,272980937.33,499204374.99,776683350.24,1011275172.99,922395183.92,1144722647.73,1090263654.21,453704396.92,628446291.92,894343775.62,912410521.99
2021-06-08,618034368845.33,291512223417.19,62488904717.30,53944637167.92,49204343090.12,39646079728.86,23106983102.44,42612393269.41,21340442708.47,9613562845.92,12109318675.41,10963643720.38,10569918669.99,10170161939.92,10314863520.63,6186643421.66,9035101109.12,7144718009.40,7848449971.72,8808723043.06,4636861992.91,11114315807.20,7295798104.00,5903653057.21,5067342023.87,3547302597.17,4791536575.82,4445400666.07,4163456755.52,3638129960.67,3147333810.68,3456351055.96,2287410930.87,2882677217.57,3029515063.17,3759729266.19,2487135546.84,3366641467.94,2854949718.02,2697644938.76,3005195617.18,3126554934.03,1916947086.84,2580259439.25,2790476983.44,3439700348.02,2922577286.93,1773911433.13,3025974155.78,2565669120.35,1605756311.42,850119640.99,1909412479.37,3421858343.88,2912400940.59,1554352666.66,2089878793.27,1688831978.85,2254100436.48,2409528258.56,1795324964.34,2483565860.03,1479410295.21,1755962006.61,1374442928.90,1257495048.38,1253813858.87,944159111.38,1702013462.75,1163415068.44,1207024305.53,1465584896.47,213760007.05,1419458376.58,1090193217.56,610815920.32,1485659057.81,1393724580.79,617734417.58,1626396384.31,525915234.94,556231112.95,1121422741.85,938937668.46,1315554833.77,1148574654.07,1149670455.89,877054474.70,1011612417.21,255621301.47,416712849.28,779399617.30,908502706.29,826240543.46,956722449.68,926747855.21,397625792.19,623468259.66,765106436.55,771899852.82
2021-06-09,641477248385.03,293026998060.36,62787557521.20,54926047756.14,50456004858.86,40194481037.35,23262901130.09,42607980843.04,21754975848.01,9571868663.67,12271264662.59,11212485174.29,10743968430.15,11531875353.67,10393595121.38,6433428003.97,9132568485.85,7286204539.89,7955141194.66,9214072871.68,4683071809.44,10311220564.37,7443718689.25,5844216938.66,5227270551.77,3582231625.98,4835074477.62,4551951440.18,4217518373.29,3594720874.82,3226387227.16,3417178167.96,2351935995.20,2951768442.61,3084269958.96,3782530950.70,2381490625.40,3386686658.14,3136464364.24,2755991704.23,3094991188.53,2953699072.73,2440360175.71,2633351788.15,2858397825.61,3463957670.26,2910509228.58,1881195289.30,3203587402.48,2562214832.50,1624153430.02,863202724.50,1913451746.90,3934514768.20,3330261277.11,1622317305.23,2162932195.08,1748025825.58,2295595954.80,2449370909.61,1814451718.13,2452377720.32,1521686390.69,1724768078.45,1424795445.99,1254866645.43,1298333955.40,954154753.99,1719678073.99,1169603113.34,1229747639.84,1481834765.70,211371791.63,1438411505.84,1198764601.99,602038080.19,1506106034.78,1439377864.70,640903331.58,1786641317.59,541104250.76,563335803.98,1163578810.55,935590000.03,1341618668.65,1140170101.30,1173750524.06,889069101.57,1012089686.90,259317542.40,404594402.88,777209216.16,1159478388.23,835585548.66,971630883.36,932912629.91,415260712.97,620280409.86,802462786.63,782779346.32
2021-06-10,692677129553.76,297246444376.95,62860810720.64,56423353126.80,50530350493.93,41015640607.31,23257953854.63,43800560348.83,23644898735.75,9429329854.50,12713577470.92,11613419304.92,11330448435.74,11337641187.31,10591503522.65,6964753314.34,9087031930.31,7706210210.48,8190813213.52,9018213187.34,4884796592.75,9706723961.64,7667294868.19,5969422043.07,5357685022.97,3029357754.81,5010831301.40,4896468793.08,4200612476.99,3548388648.02,3231417366.13,3939713628.21,2474634644.15,3075093853.17,3226754424.07,3849263879.96,2321628291.87,3378111732.33,3089593054.67,2887975751.17,3189268162.93,3045974807.54,2655190595.75,2667140648.71,2840436711.98,3681505997.07,2909010785.98,1843354293.37,3154700966.73,2517295123.09,1653466829.82,848848015.15,1909887731.07,4521262351.49,3023342826.76,1634622599.04,2250937862.33,1803448222.63,2398974210.96,2471414344.88,1811220500.87,2521773569.79,1723754801.94,1729938740.00,1429443390.24,1278883604.40,1401318443.36,973069127.42,1770750626.45,1203306866.18,1248464111.53,1602858586.68,219283588.88,1425847068.05,1175153634.91,622824730.59,1567366553.01,1450894811.80,649467336.93,1778136106.57,566777683.27,576238628.95,1097336164.82,954627284.43,1351708827.34,1183013010.76,1270362196.80,891755728.87,1029324109.59,963817873.91,423473354.33,779473713.84,1258572008.30,870400865.66,1044208947.57,998661756.32,416836415.42,615361806.39,807139399.92,810196070.30
2021-06-11,693513453146.17,286102842030.04,62884269231.61,55058431979.11,48729412165.46,40137630607.99,23384848466.00,42143688005.54,22684275659.13,9339810838.09,11950394778.86,11240903365.76,11338398008.88,10788497400.98,9890734622.66,7003133150.45,8510698006.94,7417729742.15,7796795562.22,8446074074.44,4987510180.30,8587007917.97,7337427855.43,5731770403.03,5199508600.00,3013420120.61,4848864184.42,4554740315.26,3918820799.28,3374286640.10,3025790400.64,3925140467.60,2502733663.94,3006543149.57,3016572585.22,3760507732.69,2292907443.21,2953791256.39,3177717332.23,2839900563.55,3130827777.49,2999750875.61,3270506971.36,2590286405.55,2741548097.76,3527534391.61,2772876022.80,1703976719.53,3087819706.06,2411871212.09,1427302953.83,795037548.07,1905911310.33,4178674334.74,2658263341.14,1561143092.10,2183507706.11,1822014134.25,2129151691.93,2389141601.90,1781426165.54,2501647409.17,1438127041.38,1609764256.66,1440173693.96,1680215492.22,1404730187.64,967106236.65,1734038735.10,1180056545.88,1256153172.18,1494672565.75,235362643.96,1355102010.02,1131937675.45,597303021.13,1538779625.85,1397792717.02,637643569.98,1675334055.57,615006531.42,595969341.53,1074869518.97,946853653.84,1324874421.63,1144456648.74,1213504653.66,840798118.64,1000157587.85,925704183.28,395275097.34,779696787.22,1120415925.38,833501377.77,983373266.09,942989560.02,392677751.19,606552736.30,776025872.79,786632605.90
2021-06-12,672183690787.48,274631231074.58,62872673996.70,52770059153.33,45875196465.55,38568295277.15,23542326983.15,40728099548.78,20714795055.34,9593761912.51,11173807350.67,10776253482.48,10776315462.13,9893440997.46,9172393959.10,6799353469.18,7807029212.97,7076830204.99,7383410958.63,7856696905.30,4961828929.02,7715759446.61,6809287920.44,5513459043.66,4891829702.70,3022942444.95,4628436078.33,4378115599.94,3606426457.47,3019732451.04,2767859365.36,3726044477.28,2362125607.62,2880567551.63,2845254575.15,3543240774.59,2281346000.62,2851635373.30,2971166774.71,2681294993.41,3035044793.08,2949338140.47,2899896325.89,2389684932.82,2608332911.98,3276019005.40,2636564335.35,1560618498.25,2842140725.60,2297166715.83,1333559457.63,734463953.55,1904910476.23,3647508407.62,2341715967.52,1427514130.08,2100621750.30,1719009700.83,1825992725.83,2265517124.74,1621892020.63,2313324528.98,1440198106.59,1428739331.19,1433738083.13,1568752712.20,1359217499.14,889702358.89,1655315950.65,1143020749.72,1158783370.82,1407178453.47,214561905.64,1319188313.92,1084329824.86,573350229.54,1430830186.33,1323378551.87,623372584.65,1597527470.34,640942097.66,548083938.52,982566099.90,886735066.01,1205891723.53,1071880620.95,1167331456.33,778241534.82,941549392.01,898928565.20,391856572.69,779838538.67,991376460.19,784201697.37,897917110.26,875094084.06,381538393.94,606042744.91,727919163.66,710581836.20
2021-06-13,671915900622.00,275619567783.02,62942100942.59,52626468140.87,46798815441.40,38523453333.96,23647713013.28,40639823386.03,20610511050.08,9607983482.48,10950079060.16,10741218758.33,10777423093.13,9851290535.82,9155571676.58,6787050859.33,8597220702.70,7035749013.18,7504356271.57,7993850127.87,4983544604.96,8114916752.49,6810574541.24,5511029583.84,4875469980.01,3042299809.67,4577367467.68,4373739103.86,3613128485.52,3105958096.97,2805508989.42,3733206068.63,2316896559.35,2868444526.87,2819780738.63,3529201289.54,2499880518.25,2798881954.58,3081940216.25,2687128318.96,3048922968.59,2906897948.60,2736430235.03,2394669916.58,2577403919.94,3224110643.30,2653313698.13,1572576736.85,2856504869.86,2366023789.50,1322260953.45,741590701.72,1908780428.70,3592517660.48,2754792958.23,1417833163.33,2200138118.39,1704933366.82,1796591580.72,2248038273.19,1593895617.26,2298280646.43,1440858433.53,1372252392.46,1462772591.30,1470468402.76,1359571423.49,884496899.07,1635938697.71,1174687743.58,1161236027.51,1400522233.93,207669077.00,1312859723.67,1087153250.40,604933234.27,1429527492.87,1324489304.37,634877221.98,1595096941.43,690563886.20,542949361.68,983027527.32,876092163.57,1197734698.40,1032913673.73,1180037339.52,800134631.83,920015738.32,882266928.71,424449802.29,788341724.25,986911398.64,775187101.98,885111704.35,881543507.95,390296978.37,606489380.60,707930702.95,729659067.01
2021-06-14,738822261405.85,292227428007.28,62927956110.52,56467363503.63,49894425596.26,40768497073.45,23749907968.27,42288703465.28,22039593963.95,9622308973.99,12046644649.44,11548708948.37,11407481002.80,10522545110.24,10144626060.69,7446320702.59,9209951601.70,7492671986.93,7894678032.44,9042421635.52,5016815868.85,8652487908.93,7355389721.12,5777615511.36,5111649446.35,3113387560.19,4869450648.73,4745510121.15,4031202051.67,3422587214.13,3004556079.30,3796337464.89,2521716315.64,3030922313.90,3043858945.90,3748333199.12,2658195843.74,2958569207.61,3229391120.98,2883967648.87,3211548870.63,2941959427.77,3182552785.04,2547684825.47,2739736101.99,3510125370.57,2851134766.84,1717793305.52,3025046654.14,2556034264.05,1429274616.23,849050100.66,1908913073.79,3799206088.77,2888876712.65,1570148508.33,2335486804.79,1773343683.01,2091957076.22,2321825425.16,1697239109.52,2428988852.69,1446879706.31,1639338930.25,1558373965.57,1525373786.87,1494212602.24,929550051.77,1746040648.97,1245931361.37,1234301869.69,1483504392.02,223220042.15,1402376083.14,1148615495.79,647087327.48,1499761836.23,1456001680.83,680630594.49,1766966192.58,750936398.02,552823811.24,986541307.55,921470619.22,1312286405.49,1081069431.78,1261757181.69,843972005.03,976285301.10,912838518.93,426230156.26,787971835.78,1047742661.31,832755091.88,945924256.70,931391233.92,409541665.08,608476141.33,758693367.37,766698385.04
2021-06-15,755730317916.42,301255906598.13,62932791535.82,57253839819.93,50476225426.87,40886381809.48,23809107908.27,42460782278.73,24787403829.00,9474335964.76,12480627793.29,11902664577.31,11810093414.57,11052901510.76,11028809387.48,7598650540.09,10386187281.15,7521239537.09,7903545552.63,9043844751.23,5039140698.98,8591197717.80,7379802405.87,5864614327.54,5156425365.28,3152171402.39,5033152092.75,4997965259.82,4067246338.64,3543569273.34,3156144425.02,3903612773.45,2693355832.88,2997686520.41,3141803931.02,3878384787.51,2282973552.57,3034104901.88,3253338868.83,2972225509.58,3231569395.21,2928564275.23,4013487916.73,2933168606.18,2763359317.00,3567079091.90,2885574605.34,1774563877.02,3123995580.39,2601032301.62,1562116152.22,853132789.99,1907898249.18,3723657971.41,2860136349.56,1613995646.22,2589790320.94,1826454204.06,2387161777.65,2321111900.01,1804311741.44,2458838207.93,1446816627.09,1744674211.85,1593905122.72,1530557809.13,1531493010.49,939034297.25,1779121260.37,1293691609.30,1317713230.98,1535133973.83,230258394.81,1421093841.70,1165142297.56,657963107.93,1557717632.40,1456657973.76,689909969.61,1784976481.68,785541267.08,569265539.94,948834298.13,946273953.44,1353333476.39,1092247344.16,1302426388.45,851783452.73,1044721995.19,928445548.90,433996598.71,789392582.61,1054277678.42,858791598.54,964956561.32,939545515.73,405488265.54,622495481.02,780488532.42,776088337.47
2021-06-16,750035358532.90,293686386329.18,62880384603.02,55897953966.55,49700827016.75,39882381014.85,23879139035.60,41215970283.89,23917793113.07,9406130896.40,12004505836.53,11645559168.70,11546370541.91,10742979482.61,10459059344.68,7569641929.89,10007181644.59,7384031410.77,7686912546.03,8855139945.88,5125040952.10,7836511622.53,7245568455.20,5640550450.25,5118375058.85,3171533488.10,4916791289.75,4976990499.98,3933217434.57,4409321057.52,3064833963.67,4024162591.77,2652805348.57,2997100272.45,3060541465.00,3834886392.74,2331528451.25,2978671764.63,3171197085.40,2921408616.59,3143332942.71,2871620005.51,4604393566.76,2954115026.77,2711999812.07,3496286078.99,2798142559.32,1687764526.37,3051451278.80,2507366903.68,1499773298.79,882894335.76,1909118292.31,3356631035.19,2665648787.83,1591848096.28,2491848002.25,1794956019.33,2496529028.73,2296694839.90,1786919766.07,2356998729.46,1419621425.15,1650433871.23,1682578410.42,1772690861.81,1492827410.29,966323897.95,1738425104.97,1268839943.54,1336223226.07,1541916788.50,245113512.78,1384156365.29,1147367925.22,646403461.77,1554895748.61,1419657334.47,689338233.82,1800109865.36,882584586.66,582863514.58,924312398.49,944252163.39,1299031090.50,1009135151.89,1286779392.51,831153847.58,1017494694.96,929418805.04,425604018.84,797715093.75,1020113911.22,840015491.80,942894664.73,968919800.87,395411867.96,619820265.99,753472747.52,761652025.76
2021-06-17,727871883822.92,281169930188.03,62863927696.85,54988288128.57,48456341446.55,39445488880.83,23946370265.21,40510487158.21,23486974515.73,9337737984.58,11650914021.35,11472678339.70,11361199144.74,10931791077.46,10300934338.04,7350969109.68,9522389707.86,7208128891.01,7516224527.40,9335337471.55,5050448097.00,7552621450.18,7119950637.75,5581388083.08,5114188236.45,3295581908.09,4800319837.93,4906248242.59,3810357704.09,4055661219.77,3309872110.12,3772384578.72,2603772859.13,2928714161.30,2994628913.84,3678361826.20,2453984485.68,2845258103.96,3268832556.28,2829103055.66,3097252246.71,2839107040.45,5230342921.13,2868657526.13,2685852217.27,3505600111.38,2705266656.71,1642880954.78,3039180374.04,2537253752.98,1448724911.23,850662786.19,1909403846.41,3282698643.14,2842017816.29,1560826002.30,2412803250.42,1739254257.26,2585476828.10,2231231368.20,1765570457.51,2284955801.52,1429424222.28,1657289300.36,1840092002.55,1779501573.49,1471402234.42,961379286.52,1733713836.73,1252528959.58,1340917901.29,1604565826.03,245498625.03,1335994964.10,1173522122.07,734378602.52,1503657043.41,1387940220.39,711181754.96,1730509934.75,967658030.59,566607088.08,838132070.89,947532419.33,1288985799.00,1039806936.79,1262418992.85,830100542.56,1009419487.98,966915499.10,409723531.09,800226233.58,1048283558.04,814455337.06,916705563.94,994617491.46,388329277.91,617138536.46,747389693.80,740495233.41
2021-06-18,707557120660.41,272169467307.08,62844393671.64,54176720027.88,47191099431.87,38703950754.89,23941390632.96,39529200674.28,22175270125.66,9326735976.84,11243049138.24,11108027880.88,11008102850.10,10584265887.31,9794204850.11,7232594574.07,9266192227.66,6984911084.28,7286517078.72,9499063159.96,4999301637.33,7129465852.50,6902317482.89,5425421430.05,5205724374.09,3347506130.87,4625180691.35,4892419412.94,3658827065.47,3776317168.96,3149430387.63,3717660775.91,2558690150.75,2860400774.46,2927761765.43,3513883542.12,2445991359.33,2857887155.57,3200679601.41,2767509909.46,3049040922.70,2836136936.29,4267751630.07,2670767659.17,2718794614.55,3345686749.82,2579655000.82,1596651908.06,2966936294.23,2501028721.89,1376981874.45,810516061.77,1909511072.94,3009201542.82,3144745022.92,1493552302.00,2339149906.91,1654881314.45,2351495124.72,2153791657.55,1823314767.58,2222583876.96,1428422510.36,1569605635.25,1751183917.60,1675584207.20,1419410013.78,918432629.61,1653793506.77,1218213201.69,1259627031.47,1563287234.34,253929823.68,1297176735.55,1176456527.01,892164460.38,1438208891.37,1339680085.03,691262421.40,1667313214.06,900710637.36,542282200.19,799111033.16,896147301.55,1245995742.97,1011040260.77,1263053604.07,800597832.71,966818841.33,962711538.96,396447659.67,799772826.89,990021257.14,791579058.36,876300232.58,936988825.67,385334435.79,618450702.54,730790973.64,724335860.34
2021-06-19,672143369353.93,260574521837.90,62932927808.15,52555896641.47,45623620633.14,36702795093.82,24265699858.69,38093608403.55,21145300610.65,9450756902.31,10686358711.21,10729423867.15,10519782504.03,9885479950.54,9280762073.40,6887415423.35,8767144662.26,6717905378.43,6961931201.66,8994622303.66,5025935610.22,6603438272.47,6559370101.12,5269835804.09,4993386240.89,3329341688.32,4404570925.14,4932945940.45,3396888233.59,3777971555.85,2977117486.13,3444184889.76,2443423959.51,2740901570.57,2863803206.37,3420760868.94,2473052292.27,2730741566.80,2991794445.67,2608196300.43,2958275143.98,2708411956.24,3864101497.80,2551095313.84,2609602593.54,3220046440.02,2409368280.49,1494580360.56,2776461728.92,2374292705.68,1317852390.76,1783376655.70,1915700282.69,2795671015.98,3228527781.20,1436498315.12,2271414734.16,1580866421.43,2158436118.84,2019019379.33,1739842316.90,2126955677.02,1427662799.24,1475627745.82,1632613373.40,1567615513.20,1360483219.47,878771182.42,1587756575.79,1181672040.68,1188252353.04,1486418882.92,238781523.50,1239337001.50,1116362677.69,818317570.78,1363954850.37,1272322936.52,641954817.73,1602584985.86,957433048.65,475563994.49,793877305.81,857978359.35,1181129238.08,960817877.20,1187734259.82,751189441.66,923802592.55,978396052.99,401254701.83,790276977.42,942273122.05,756177898.97,821503475.24,909965129.77,365364990.02,620785079.57,687987701.98,673435145.49
2021-06-20,665430427179.38,253860831954.67,62832587620.61,51690234490.65,44801488402.34,34632431048.22,24399453796.80,36739639902.55,20301475161.75,9477511858.16,10347069350.83,10372257068.55,10154786976.39,9549311108.18,8890914431.75,6791423882.35,8592681533.47,6487887891.81,6743773640.41,8702807627.79,4973252754.25,6527396017.99,6334154715.95,5122542857.78,4849823528.19,3316378188.13,4250092105.38,4767759653.16,3311215353.09,3822168124.83,2846205107.93,3189738004.77,2396560754.01,2713598769.00,2845005907.82,3359810936.12,2459040469.32,2559021702.62,2882249758.23,2575644360.68,2883306972.29,2614919543.95,4251273927.93,2470348628.23,2541709724.56,3115977553.14,2339787953.33,1472160331.83,2652957688.78,2322437132.69,1291451758.39,1749785886.49,1915239147.71,2664167372.08,3062237728.38,1430434394.11,2230365433.23,1600276732.22,2043469994.34,1936577498.14,1658700364.41,2059324602.37,1430201654.95,1537898837.20,1702205518.28,1546566273.20,1339598765.06,858435089.01,1546901298.09,1156896320.05,1155906843.67,1441344979.17,231579736.18,1259797046.02,1104134471.06,865968548.77,1294787282.48,1251013507.40,629288475.26,1584605321.37,913251547.55,472641175.17,793816322.26,831248739.30,1145581730.51,938571332.57,1162917122.46,732898949.67,889998728.63,1003393575.73,386899151.26,791674906.62,911330969.73,737374913.63,780605407.97,886372907.31,346849348.29,620325469.74,657182795.02,643512866.11
2021-06-21,618024080064.28,234310670362.88,62867301636.58,48918422924.95,42501746201.43,32107108200.64,24524383976.26,33346797631.04,18110894795.49,9701097193.46,9470659521.41,9460085429.90,9276073578.68,8427426035.02,8336842878.36,6316361383.75,8165633742.76,5837666135.68,6289170569.76,7785310337.24,4969404249.32,5708639762.56,5809498446.98,4604788496.34,4443962489.05,3308961207.61,3865433349.10,4371652394.20,3051192641.37,3667939447.10,2561927749.37,3146110837.03,2250740226.60,2459606349.53,2697922872.93,3032613052.41,2410852947.98,2329107285.66,2657518355.00,2345957937.03,2642425218.99,2473095991.70,3873684741.69,2229057356.75,2346015144.79,2802557807.01,2153374685.47,1364318378.96,2355841413.07,2179091558.70,1181166392.58,1670928628.19,1911151392.11,2354275942.40,2982337896.83,1346281787.11,2149201869.14,1485136492.20,1917260407.44,1711378250.68,1533039806.21,1845286037.38,1427583768.62,1370381118.17,1637563922.20,1386004293.56,1300688611.35,729119717.28,1413929735.00,1073722239.94,1058001668.76,1293166312.26,205443351.57,1166632019.84,1074631288.49,791408440.55,1135299018.75,1215148400.90,550495620.37,1472909443.65,856860666.27,389323694.80,793689157.15,737014144.11,1054898009.44,814023565.23,1062127868.05,668021962.16,817925239.40,954801753.47,377932918.62,780768339.64,813624857.94,684476283.12,681251192.40,775257931.92,328605378.83,617775740.83,594364230.03,567938352.90
2021-06-22,600999555284.10,222752526769.54,62880010873.38,42007640349.31,38408322976.54,27509391483.93,25140835486.65,25222068726.33,15555845393.51,9748574738.10,8559222934.29,8438693274.50,8188948708.16,7301199302.81,7590172363.46,6155649049.63,7134994712.46,4900460719.74,5566689227.23,6492279163.02,4859584531.56,4951181288.03,4952322498.74,3930466245.50,3770667956.85,2938149741.55,3363273524.54,3717877420.30,2688647185.99,3183315678.64,2253605791.95,2561407596.43,2082082683.77,2311973725.37,2290287372.16,2583492755.85,2305449660.67,2210767368.85,2414450292.10,2191178076.16,2254622550.11,2292064225.04,3094992205.68,2017608316.02,2058964792.99,2247042552.03,1982068468.57,1230164122.60,2033269148.56,1904835713.03,1035123618.37,1492445745.54,1915218854.86,1858614309.18,2331857362.19,1175381752.09,1829056723.00,1363888551.81,1540253944.86,1416827667.48,1489527848.72,1641552756.78,1435162554.89,1321376823.87,1373302812.45,1192407074.66,1292999532.03,628136271.09,1247829128.96,1021992060.40,893508919.13,1152922824.49,186289714.04,1060685834.15,917267660.91,691082615.34,926969593.45,1049624612.05,500947975.46,1274112090.75,751273100.01,339066434.61,765656384.12,606800992.34,877448716.82,754933546.71,910662795.87,576209959.66,746201076.50,814531427.83,333781634.66,762940796.16,627268544.93,641784868.36,551862144.35,652598452.60,296826618.45,611904097.29,507018539.84,459629041.46
2021-06-23,635760161183.07,231893473900.25,62972471843.67,44702452394.50,40125053332.67,28921372797.23,25320899350.03,28383814879.86,16113811955.06,9844967431.76,9249883461.04,8832766895.34,8575357245.85,8172064341.44,7992772625.11,6474967656.27,7422171682.26,5074519014.49,5985156533.82,6958348163.84,4865591619.68,5068710871.18,5099604749.75,4404746236.35,3970445089.74,2894220773.82,3520888136.43,3861815288.81,2801178079.31,3365445341.00,2378495424.57,2834401803.16,2206387250.52,2348812597.60,2463634292.90,2624846480.17,2377846728.10,2327741374.10,2520028605.69,2299939291.49,2361355795.56,2413342731.07,3008940319.30,2125933504.25,2203441717.75,2354407179.40,2162338128.41,1376394558.42,2180534118.27,1957952859.82,1074792509.45,1615940202.64,1911086070.49,1866738955.99,2493381189.62,1170570994.97,1843109479.56,1410310183.53,1661291261.58,1530877875.77,1584936832.78,1711322699.91,1440943188.67,1363241103.12,1308566707.10,1299385778.69,1340565018.24,668958395.54,1295831128.58,1070023243.28,947352350.79,1266963793.47,192146094.14,1127578559.63,1016846086.52,694985642.34,973125584.30,1046153446.92,531082281.87,1322897529.67,798656197.20,379099835.49,777967136.31,643025840.84,910965060.05,829372943.43,936869775.46,605013649.06,809609465.83,834271033.17,336286870.20,742936946.60,643929173.21,670904438.60,583701935.00,691606317.14,293458906.17,609147731.23,538926847.75,494212161.66
