Datetime,btc,eth,usdt,bnb,ada,xrp,doge,dot,usdc,icp,matic,bch,uni,link,ltc,xlm,etc,sol,busd,vet,wbtc,theta,eos,trx,fil,aave,shib,xmr,dai,neo,klay,okb,ceth,atom,mkr,cro,bsv,cusdc,cake,rune,miota,xtz,ftt,algo,cdai,cel,safemoon,ksm,ht,btt,luna,AVAX,comp,hbar,snx,leo,dash,egld,tel,sushi,ust,hot,amp,xem,dcr,yfi,zec,waves,tfuel,zil,enj,chz,near,nexo,pax,tusd,hbtc,qtum,hnt,bat,steth,btg,mana,zen,stx,dgb,nano,one,ont,fei,grt,sc,bnt,omg,husd,chsb,ftm,zrx,uma,rvn
2021-03-05,48727.451201,1546.499621,1.003303,230.266509,1.117817,0.483265,0.050143,35.413922,1.009530,,0.200610,508.787672,28.368215,27.816404,181.871848,0.414002,11.075253,13.115024,1.008749,0.050198,48633.403738,4.488009,3.767405,0.051545,41.002998,376.610205,0.000000,218.246439,1.006401,38.069241,1.416894,17.656422,30.839445,18.975223,2204.725033,0.150725,182.199949,0.021947,11.526984,5.246311,1.275497,3.682726,29.600091,1.097396,0.021451,4.560995,,236.558288,15.804867,0.001209,7.529970,25.675490,472.457882,0.161956,21.617173,1.922178,212.673355,151.361120,0.003350,17.408828,0.999918,0.002521,0.021999,0.706470,144.584820,32560.148658,122.738593,9.436800,0.144903,0.119481,1.328846,0.122428,4.473791,2.201766,1.007196,1.003997,49051.185984,5.691223,4.233320,0.697438,1511.777129,27.831748,0.422334,44.540972,1.221700,0.058055,5.147773,0.031895,0.967879,,1.864753,0.010497,6.811004,4.675863,0.998727,1.028385,0.461235,1.381804,21.007729,0.149661
2021-03-06,49091.814882,1539.048429,0.998489,226.939848,1.164762,0.459050,0.049922,33.724488,1.004480,,0.215166,500.910264,28.308459,27.989433,181.255314,0.408424,10.985598,12.631070,1.005079,0.052270,49092.730821,4.152163,3.703873,0.050359,40.569394,369.647205,0.000000,206.885225,1.001300,37.609129,1.417863,17.282200,30.813913,18.733842,2072.617638,0.151780,181.309365,0.021754,11.197061,5.540831,1.331626,3.781668,29.016459,1.053784,0.021259,4.604629,,228.207173,15.483670,0.001240,8.513658,24.441001,479.153858,0.149962,20.894636,1.876500,207.378629,142.003355,0.003141,16.690631,1.005725,0.003032,0.021935,0.725707,147.280832,32137.453888,121.451134,9.944841,0.142560,0.116463,1.209287,0.112702,4.184226,2.142737,1.005698,1.004667,49553.630712,6.564611,4.033664,0.677595,1519.579835,27.955708,0.380306,43.436314,1.218257,0.054729,5.183647,0.036028,1.020803,,1.841688,0.010665,7.319944,4.636383,1.005900,1.135182,0.461588,1.346235,20.227183,0.155430
2021-03-07,49019.368592,1661.927970,1.001849,226.656268,1.132986,0.463974,0.050882,33.493546,1.000045,,0.213280,501.222034,28.445599,28.251535,183.235835,0.403679,11.156418,13.068096,1.000529,0.053180,49011.054140,4.164877,3.730177,0.050294,40.530386,390.004493,0.000000,205.096187,1.002634,38.210053,1.552472,17.026232,33.366535,18.935613,2247.101929,0.154408,181.067822,0.021774,11.117546,5.730716,1.285726,3.872421,29.681999,1.059630,0.021280,4.608092,,229.407091,15.323917,0.001239,8.279323,24.989470,493.431815,0.145400,21.325000,1.921544,208.779557,138.082291,0.003511,16.637596,1.003433,0.002992,0.021949,0.747898,152.758011,34162.009999,125.648792,10.023899,0.142314,0.115782,1.162788,0.114089,4.051697,2.083871,1.000039,1.001550,49210.887364,6.357806,4.088182,0.667850,1593.869708,28.063212,0.360559,43.434533,1.180066,0.053653,5.128169,0.038280,1.042916,,1.800753,0.010679,8.490333,5.118898,1.001487,1.180955,0.442267,1.375780,22.150913,0.153880
2021-03-08,51313.092620,1727.463096,1.003137,240.061997,1.136814,0.467162,0.051841,35.244069,1.002427,,0.213180,517.547214,34.621394,28.571510,191.312420,0.413249,11.578915,13.917187,1.004680,0.057289,51347.780130,4.352604,3.853375,0.051869,41.574836,413.331547,0.000000,209.093328,0.999341,39.348772,1.599908,17.531009,34.595220,19.503166,2250.715567,0.159956,185.688938,0.021731,11.619760,5.708544,1.312395,4.206712,30.884093,1.108095,0.021223,5.042150,,234.374625,15.708698,0.001254,8.266159,26.567279,489.721327,0.152872,21.661625,1.869210,215.142007,146.453455,0.003690,17.877097,1.006936,0.003047,0.021960,0.724476,153.822757,39081.783766,130.430920,10.180329,0.147727,0.118217,1.423256,0.129037,4.285320,2.179035,1.005718,1.006561,51890.295276,6.364833,4.300315,0.694503,1627.938001,29.217806,0.404882,50.858787,1.201056,0.055227,5.202183,0.037072,1.049842,,1.883242,0.010951,8.427456,5.132618,1.002195,1.153661,0.448139,1.408370,22.247682,0.158861
2021-03-09,52328.535913,1837.533031,1.000358,240.616224,1.123330,0.475373,0.061684,34.971507,1.003660,,0.217489,529.318644,33.476404,31.712277,192.635624,0.419945,11.710586,13.640226,1.004064,0.065543,52345.343790,4.900445,3.905305,0.053013,41.578492,435.369587,0.000000,221.066001,1.002491,40.036954,1.585732,16.872461,36.684111,19.366423,2198.956634,0.159786,186.027418,0.021751,11.857467,5.827338,1.302134,4.395731,32.086651,1.156222,0.021258,5.612077,,242.288285,15.630298,0.001286,9.615627,25.495996,479.425705,0.174878,21.857178,1.934522,216.579377,147.283962,0.004637,17.283890,1.012274,0.002991,0.021780,0.718551,152.886053,39946.819390,129.517130,10.112096,0.171066,0.125386,1.763047,0.221980,4.619141,2.320804,1.003949,1.005983,51990.709583,6.310135,4.573116,0.738699,1728.062063,29.689016,0.491241,50.776700,1.205595,0.055112,5.768610,0.036564,1.127844,,1.907090,0.011338,9.215390,5.158099,1.003560,1.342917,0.453798,1.423286,27.173464,0.154923
2021-03-10,54700.273439,1869.331102,1.002505,294.720234,1.188746,0.486237,0.057867,38.395666,1.001790,,0.298713,545.692240,32.891086,31.579224,204.048126,0.432799,12.351729,14.866607,1.001680,0.064644,54695.956743,5.386516,4.162335,0.053281,42.061150,446.274862,0.000000,225.317585,1.004099,42.820449,1.610208,17.912398,37.386017,21.122772,2266.948095,0.170762,189.862927,0.021734,14.260679,6.156194,1.407356,4.475118,37.589154,1.179000,0.021230,5.595708,,289.712925,17.284800,0.001340,11.740721,34.276748,502.378030,0.208055,22.732991,1.996349,244.787527,159.065777,0.004333,19.736790,1.003131,0.003139,0.025685,0.708621,163.647767,39073.045626,138.036244,10.743881,0.182175,0.135414,1.726853,0.265861,5.445464,2.517206,1.001578,1.001974,55055.482175,6.553570,4.790065,0.743734,1781.793042,31.009663,0.547726,52.157471,1.230449,0.058941,5.921313,0.041560,1.212833,,2.130912,0.012073,9.088982,5.425284,1.002227,1.481455,0.529408,1.475281,27.193044,0.175947
2021-03-11,56020.487720,1802.311092,0.997083,278.401340,1.135444,0.462906,0.056197,37.779840,0.997894,,0.288437,548.345586,30.935874,29.849770,200.373529,0.410662,11.997050,14.233540,0.997060,0.061501,56229.231164,6.562846,4.003320,0.051537,42.568184,408.244259,0.000000,220.526294,0.999343,40.910333,1.677038,16.646615,36.175536,19.599752,2261.482443,0.172572,188.420048,0.021680,12.780537,6.335421,1.304967,4.157908,36.506475,1.107374,0.021168,5.382953,,303.827353,16.122724,0.001434,11.148102,29.807324,460.125073,0.218473,21.698937,2.018992,234.856575,151.083280,0.005713,17.947325,1.000574,0.003117,0.025657,0.615612,169.301536,37896.986420,139.151698,10.230587,0.259634,0.127355,1.655005,0.250219,5.312951,2.435497,0.998590,0.998666,55609.345868,6.241612,6.565345,0.826824,1778.529372,34.005489,0.480631,49.358468,1.119501,0.056475,5.657257,0.041212,1.132376,,2.031161,0.012163,8.599933,5.058922,0.999367,1.505146,0.459149,1.390080,25.314511,0.181704
2021-03-12,57788.868103,1826.057477,1.002233,288.472839,1.128265,0.453387,0.055950,36.878312,0.999136,,0.409046,549.361415,31.033956,30.094397,201.227246,0.406237,12.243471,15.976571,1.000042,0.067520,57904.054231,6.976190,3.954903,0.051509,42.224434,404.960196,0.000000,221.269323,1.004593,41.783525,1.796762,16.441679,36.619350,19.129267,2230.941853,0.189549,187.294695,0.021763,12.276844,6.413340,1.390404,4.118128,38.445728,1.082721,0.021216,5.521601,,331.200860,15.873294,0.001395,10.783558,30.736809,465.679462,0.269092,20.764761,2.047174,235.549043,149.588918,0.007274,18.607715,1.002445,0.003136,0.024237,0.593653,176.930980,37913.013993,151.763723,10.037258,0.354931,0.176464,1.806725,0.353861,5.966236,2.455778,1.000076,0.999521,56949.347562,6.114165,6.350227,0.803063,1781.878091,33.917688,0.521085,48.399730,1.099395,0.063759,5.510900,0.042003,1.126906,,1.912152,0.012018,8.388384,5.151894,1.000684,1.527333,0.443071,1.374342,24.426288,0.181109
2021-03-13,57353.861472,1770.936179,1.002028,264.080532,1.036631,0.440444,0.055111,35.707557,1.001300,,0.412382,538.578852,31.040217,28.380764,220.958060,0.387171,11.912596,14.598623,1.001555,0.065846,57440.255230,6.984475,3.782775,0.049996,44.008243,373.828669,0.000000,222.529947,1.004804,39.775969,2.376233,15.787645,35.487761,18.412846,2133.770227,0.190683,185.382033,0.021797,11.009399,5.994249,1.324767,3.983616,37.142436,1.050286,0.021271,5.605802,,315.724215,15.023640,0.001315,14.135492,28.117722,435.213832,0.270956,19.457872,2.037858,225.460490,140.234302,0.008403,19.448390,1.008979,0.002973,0.023902,0.391018,171.253984,35994.969108,145.556302,9.870366,0.396429,0.162911,2.079441,0.731568,6.940110,2.390587,0.999259,1.000312,58022.641773,5.852504,5.968186,0.756011,1740.263754,32.479360,0.660986,46.637514,1.156918,0.062162,5.072355,0.058581,1.068202,,1.730999,0.011842,7.818623,5.104893,1.002439,1.423283,0.389741,1.336410,22.645139,0.184772
2021-03-14,61315.197933,1927.720720,1.001953,277.103745,1.102227,0.460946,0.061928,37.317278,1.000195,,0.422974,597.183243,32.441689,29.831127,226.823560,0.408328,13.883306,15.318479,1.004148,0.067611,61312.612576,6.845229,4.288974,0.052867,49.747675,415.620289,0.000000,238.462163,1.004884,42.143855,2.546736,16.079523,38.597626,19.385575,2180.848677,0.198572,218.331599,0.021715,11.403236,6.131028,1.370925,4.175140,40.694938,1.137696,0.021213,5.280298,0.000000,314.845391,15.471664,0.001702,14.529892,30.992577,463.895680,0.276146,20.523484,1.999041,243.919928,140.737788,0.008070,23.053971,1.011709,0.004682,0.024944,0.363338,179.879015,38321.863753,157.070553,10.189415,0.374395,0.180134,2.058667,0.603607,7.429773,2.532471,1.001521,1.000224,61640.015435,6.138992,6.981725,0.812803,1891.078638,36.130478,0.954747,54.447536,1.265502,0.062740,5.369740,0.053745,1.136829,,1.794886,0.013562,8.253264,5.334645,1.002540,1.377932,0.407319,1.392849,25.389994,0.190368
2021-03-15,59428.967566,1866.071545,1.003703,265.974024,1.064777,0.443073,0.058828,36.725977,0.994118,,0.385497,560.436077,31.037887,28.953947,217.061208,0.394247,12.870101,14.567314,0.992031,0.066966,59856.562380,7.459238,3.999345,0.051519,54.557249,386.193687,0.000000,235.156824,1.005147,39.963922,2.756012,15.842924,37.454081,18.670400,2060.071190,0.187999,201.168024,0.021717,10.961697,5.598328,1.318790,4.002419,41.851637,1.142396,0.021245,5.050553,0.000000,302.507523,14.941256,0.001719,16.048248,29.265335,441.228776,0.368388,19.622647,2.001127,233.750372,133.020752,0.007798,20.901448,0.994137,0.007398,0.024915,0.335210,178.242453,36081.109196,144.867458,9.865160,0.379977,0.166671,2.409204,0.664116,6.654229,2.564207,0.996752,0.997349,59341.762286,5.879586,6.534771,0.774775,1813.448773,33.358556,1.032211,53.695867,1.150882,0.059091,5.113352,0.083746,1.077925,,1.742104,0.014583,7.956933,5.144643,1.002606,1.342461,0.394227,1.338319,24.363258,0.180854
2021-03-16,55805.329249,1791.047852,1.003036,253.499292,1.031364,0.437334,0.056882,34.353794,0.999533,,0.393348,524.260697,29.673658,27.462625,200.921303,0.384829,12.140571,14.163366,0.997395,0.078736,56191.191071,6.761619,3.822931,0.050753,53.163914,367.273318,0.000000,222.003874,1.003432,38.657071,3.362141,14.771985,36.072638,20.067494,1997.176955,0.177519,191.225368,0.021719,10.010167,5.689059,1.281645,3.842231,40.481176,1.198183,0.021258,4.839245,0.000000,310.278743,14.673273,0.001632,16.317281,29.069046,431.606372,0.398114,18.854094,2.032810,222.157442,131.039333,0.006950,19.734955,0.995335,0.007169,0.024286,0.373655,168.188641,34534.664427,135.134601,9.655604,0.347022,0.161380,2.699572,0.607526,5.905638,2.604267,0.997292,1.000701,56201.616139,5.969254,6.384438,0.762041,1744.364302,30.605784,1.062968,48.836743,1.124141,0.062073,4.935778,0.086332,1.147244,,1.715996,0.019029,7.633010,5.014726,1.007754,1.319130,0.369124,1.331218,23.796007,0.216894
2021-03-17,56830.253335,1808.551217,1.001648,259.050404,1.245726,0.461084,0.058674,35.650409,1.006124,,0.373802,528.728288,29.875137,28.007267,201.099137,0.397485,12.445831,13.689314,1.006795,0.074278,56561.842483,7.046877,4.073740,0.052397,62.656190,371.884032,0.000000,229.935382,1.000862,41.022463,3.224527,14.828612,36.170165,21.083847,2076.069713,0.195452,194.474444,0.021768,10.039706,5.608711,1.332930,4.044838,40.261858,1.203221,0.021279,4.930382,0.000000,320.401910,14.792871,0.001620,20.024305,33.081252,433.046074,0.346142,18.793791,2.055454,224.515836,131.011559,0.008067,20.214728,1.015293,0.006748,0.023398,0.396985,169.002206,34839.296290,139.829132,9.839241,0.356745,0.155702,2.543123,0.526834,6.424356,2.705717,1.002837,1.002396,56006.257029,6.372589,7.103828,1.031622,1759.368565,30.902272,0.900208,54.930691,1.133895,0.066807,4.964610,0.084770,1.181682,,1.719349,0.018231,7.575645,5.208265,1.001918,1.355048,0.382901,1.428783,24.172760,0.222205
2021-03-18,59014.925632,1828.754833,1.004047,270.923432,1.383004,0.473533,0.058369,36.294453,1.003980,,0.406663,542.802793,31.569449,31.098968,206.701682,0.405805,12.539987,14.277756,1.007184,0.076987,58863.632841,7.850886,4.088396,0.055242,89.703820,383.407459,0.000000,237.358027,1.003875,46.091834,3.262428,14.755925,36.567447,21.018598,2128.347173,0.197607,195.991283,0.021821,10.411559,5.864425,1.358045,4.397865,41.357236,1.294098,0.021333,5.058917,0.000000,348.494959,14.758900,0.001674,18.588216,32.826090,439.323427,0.364055,19.270851,2.117690,230.090289,136.897923,0.007704,20.040972,1.006729,0.007264,0.025425,0.392520,167.544371,35350.052144,146.197946,10.163162,0.354214,0.199232,2.479259,0.582548,6.282880,2.764391,1.006209,1.005047,58857.915594,6.228619,7.688754,1.229554,1731.461629,31.898880,1.069910,54.912647,1.217185,0.069879,5.203756,0.082572,1.262769,,1.730898,0.020717,7.889973,5.592749,1.005007,1.499056,0.433258,1.451217,24.020885,0.221307
2021-03-19,57922.409593,1780.159646,1.003876,262.651996,1.236714,0.472362,0.057644,35.523019,1.003738,,0.393220,530.533237,30.146639,29.536749,200.845941,0.396330,12.172257,14.268676,1.002836,0.077527,57908.509723,8.441642,4.169184,0.053582,79.573450,364.451130,0.000000,229.310059,1.004211,43.643950,3.122738,14.502550,35.763650,22.310514,2117.633802,0.220754,205.192397,0.021807,9.931375,5.651294,1.329602,4.287957,39.865631,1.261227,0.021308,5.066515,0.000000,368.626928,14.579605,0.001654,19.109861,33.308222,430.401423,0.347372,18.596193,2.116489,226.580704,133.076240,0.007378,19.779277,1.003847,0.007217,0.026212,0.378192,165.409483,35851.266168,144.612577,10.371985,0.356529,0.179702,2.673674,0.644465,6.076566,2.752270,1.002647,1.002493,57922.891046,6.391898,7.503392,1.209863,1699.732379,30.953294,0.980965,56.983924,1.322156,0.068676,5.033482,0.096378,1.187167,,1.687573,0.022709,7.765817,6.143693,1.003838,1.367513,0.400387,1.523672,24.165493,0.210058
2021-03-20,58243.270609,1817.132963,1.004386,263.578795,1.301954,0.468740,0.058439,38.216254,1.000935,,0.407182,533.481881,33.219786,29.873862,200.941272,0.396900,12.316303,14.182867,1.004918,0.081232,58484.930833,8.198651,4.163838,0.058632,83.510118,371.795674,0.000000,232.814005,1.001662,44.260385,3.154386,14.545582,34.522349,22.263119,2105.469755,0.243125,213.710876,0.021945,9.865533,5.583337,1.337677,4.245892,40.519665,1.255805,0.021317,5.267592,0.000000,385.947128,14.318020,0.002383,20.048631,37.839620,442.481018,0.347043,19.935493,2.088689,226.241421,133.784873,0.007317,20.323316,1.005237,0.008283,0.027564,0.382939,162.810128,36145.668481,149.682152,10.274174,0.347512,0.183168,2.482620,0.609211,6.218619,2.818052,1.001840,1.001529,58737.632517,7.064817,9.005711,1.186984,1772.257729,30.958955,0.963473,59.998210,1.365827,0.076768,5.104418,0.116960,1.200130,,1.698170,0.024808,8.171164,5.945170,1.003074,1.304843,0.414001,1.558282,25.538261,0.212985
