Datetime,btc,eth,usdt,bnb,ada,xrp,doge,dot,usdc,icp,bch,matic,uni,ltc,link,xlm,etc,sol,busd,vet,wbtc,theta,eos,trx,fil,aave,shib,xmr,dai,neo,klay,okb,ceth,atom,mkr,cro,bsv,cusdc,miota,cake,rune,xtz,ftt,algo,cdai,safemoon,cel,ksm,ht,btt,luna,AVAX,comp,hbar,leo,snx,dash,egld,sushi,ust,tel,amp,hot,dcr,xem,yfi,zec,waves,tfuel,enj,zil,nexo,chz,near,pax,tusd,hbtc,qtum,hnt,btg,steth,bat,mana,zen,stx,dgb,nano,fei,ont,grt,sc,one,bnt,husd,omg,chsb,ftm,zrx,uma,xsushi
2021-03-05,908517236707.54,177647949967.01,36436768966.71,35579395371.45,35699298071.87,22099684135.62,6449361941.49,34325821408.80,8902532162.51,,9508666701.53,996304904.93,8803390260.28,12111830806.42,11445098225.99,9344471749.04,1290949782.52,3465889173.00,2948215954.81,3254115701.98,6015595084.53,4547648621.79,3592668458.94,3694182811.92,2355361326.60,4684717661.52,0.00,3896696311.86,2560638679.80,2689640566.20,0.00,4775694564.80,1935381375.81,4529451595.05,1982026405.00,3637986925.63,3402356741.14,2052006721.68,3551693789.93,1472924067.80,1217880899.82,2810315226.15,2626426021.07,881166598.61,2586858908.91,,1737351819.68,2124896776.52,2952243783.95,797613751.04,3083593825.12,1973105952.88,2054968646.40,1221724888.78,1845329313.93,3186953134.49,2128467070.09,2624388644.16,2211940722.08,748242160.16,181923655.65,797530263.45,448778837.66,1831970297.88,6422023153.15,1156133843.36,1331659155.19,942087191.91,0.00,1249059933.58,1407545211.76,1234917578.39,660149407.83,1370004534.69,932196679.59,291827073.95,1169446290.41,589176646.06,303864834.28,487443797.38,277102273.63,1039361812.62,564685327.26,482952642.72,1287159288.22,818159932.97,685889904.04,,783583678.34,2288592306.10,491553888.91,295300606.85,759465882.29,746316814.17,656891903.22,961059754.56,1177216366.88,1052996654.64,1180803439.12,1216497528.91
2021-03-06,911379300053.35,176268279969.46,36442357698.79,34764818409.20,37171491761.51,20924229172.95,6421657994.01,32533163620.61,8894751158.48,,9331646031.33,1068599769.36,8703821762.74,12007017930.72,11455522974.77,9187493679.84,1274031868.65,3328224948.52,3192281668.16,3377571034.59,6099620933.97,4101714904.80,3526146253.19,3597800895.39,2329304394.52,4580840212.13,0.00,3691061273.26,2550377194.42,2640601972.21,0.00,4657025161.35,1951135440.99,4449742319.60,1868843240.92,3658288087.27,3385005344.89,2072972576.63,3678719182.42,1434696213.99,1282583132.15,2872944190.58,2566761268.95,846282363.14,2506264548.17,,1764129574.51,2044668734.96,2875172675.33,813580981.07,3467138052.45,2025433205.05,2077348070.75,1128820054.82,1800320301.49,3074539720.77,2073919448.41,2448281429.69,2123790073.38,766350468.84,170416093.19,794585763.81,537431955.23,1863463173.69,6475221238.04,1153659479.41,1319945081.95,992431289.45,0.00,1120168706.62,1366519121.82,1196741224.01,601954455.11,1283298508.77,910219601.43,293327651.78,1180613167.78,649581999.14,288817495.86,489134312.17,278866082.88,1009134109.35,504078364.57,469471547.29,1274165644.34,769241455.56,689923652.10,,798020825.92,2246696167.72,502483931.16,338194287.49,818114253.73,724894594.60,647957677.23,1072001577.14,1168859473.56,1017775460.91,1132517857.82,1189907550.00
2021-03-07,916504852500.39,191505024384.30,36505130743.97,35132140627.24,36209341047.00,21217513030.92,6545855781.14,32513187620.91,9032233273.95,,9379965670.60,1059771283.40,14785796370.08,12245997660.55,11625776609.79,9132613467.82,1300751588.53,3455484976.18,3234571273.02,3448716745.23,6127964684.99,4157860704.78,3560086918.59,3602389575.72,2327064784.53,4846770536.14,0.00,3659937312.57,2582625204.36,2697434456.52,0.00,4602716729.29,2122918850.84,4516638906.69,2023271305.36,3727298977.21,3380667806.25,2093029421.17,3573714293.24,1448762398.68,1333475852.22,2945781421.52,2644724039.71,853873377.50,2482825723.81,,1768167881.99,2060098175.06,2872454980.28,818258266.85,3350617491.54,2083974561.84,2152266860.78,1096220129.64,1850417386.08,3144024461.05,2090157444.70,2387006741.95,2117041646.02,774838573.47,190884150.61,796119378.37,534887957.76,1936500411.77,6731079647.85,1231417828.74,1364428310.72,1003088701.78,0.00,1080618877.33,1365322963.48,1167807134.52,609709165.20,1246806364.35,869428940.74,293818632.14,1169834473.04,656821463.46,294776536.50,491496954.87,293038723.43,997368657.68,478595492.13,470621037.55,1239758005.13,756453707.48,683319806.95,,842101494.67,2205921406.93,505732527.98,354490232.27,1280059331.73,681815803.27,720102981.89,1116794790.95,1127071356.44,1049128987.83,1243953000.37,1156218196.21
2021-03-08,955040794770.14,198695961501.54,36537451758.11,36937041399.53,36237342226.56,21346485941.40,6657773355.54,34105986455.12,9176406818.47,,9654014233.90,1058510883.48,18000871947.13,12743617675.14,11759186710.42,9317361039.90,1346260739.27,3683032789.58,3145569841.48,3713443524.00,6427746928.77,4350460434.55,3658910751.15,3717299131.27,2386866899.80,5128909766.06,0.00,3730619439.29,2551483989.80,2769497950.29,0.00,4717045485.29,2410856963.15,4647043250.50,2029726150.93,3859047428.30,3467620324.44,2016693575.79,3648039599.94,1523338219.31,1321007912.91,3200798370.93,2739250707.24,888947413.83,2592421867.58,,1959548749.15,2101385924.74,2933211825.97,826579912.72,3328027605.63,2217827184.63,2130339715.06,1149291091.38,1783394447.66,3190443320.41,2150573230.18,2535190585.80,2282518743.96,786020202.25,200463801.84,799193437.47,541527983.98,1950787601.81,6514121605.78,1397114604.08,1415842826.87,1016135345.89,0.00,1309504945.27,1392184912.64,1217941906.68,685851179.04,1325622713.17,871065057.75,296970959.60,1342816628.46,655846783.25,310635865.61,511115696.02,299263259.76,1036697026.33,534314977.61,551692915.20,1259366170.32,778964578.29,693948146.72,,847297104.79,2307525129.66,515705943.09,343464253.59,1261428683.76,652181792.58,717204838.67,1079671754.75,1137123374.94,1066921697.41,1250917796.29,810932745.99
2021-03-09,974195000547.44,211132676701.60,36485945568.00,37175687161.84,35980627649.91,21854816055.90,7776184982.66,33921422032.12,9145091358.23,,9882075890.29,1085563185.04,17463301675.33,12789824942.82,13043559632.66,9483904453.94,1362530760.96,3627821384.30,3001006649.31,4249012681.11,6792311632.90,4904429334.66,3721664229.06,3801914036.62,2387865517.42,5414396038.97,0.00,3947481439.89,2571575541.35,2813222241.53,0.00,4539779483.80,2549363741.33,4618139790.21,1980270407.73,3856619265.77,3470911783.91,1969607937.83,3621381270.16,1523282587.65,1352584220.86,3356062648.26,2844564020.10,928179016.75,2601474632.82,,2151392814.92,2171555321.60,2917246801.49,845708157.56,3851724794.73,2165237250.36,2089092265.79,1323204860.19,1858793287.42,3229534091.66,2163813534.07,2540753901.42,2204007345.99,805533802.81,247700006.94,788536891.35,529615044.72,1941766037.04,6424440212.42,1442908881.10,1404564592.84,1010471878.94,0.00,1657847446.53,1485041590.29,1297675701.27,1190075438.10,1435039688.12,801764459.43,291858898.90,1343616417.89,651904673.42,330189775.15,519369457.36,317176961.63,1098785534.96,656123764.61,550022524.10,1265720059.91,781352999.04,767652874.89,,909109279.37,2335150868.52,535887723.51,340661210.23,1408668583.62,602033351.44,724067042.99,1265448488.45,1159492091.35,1082790537.06,1537993730.49,780855786.42
2021-03-10,1018978819157.42,214412034435.94,36891976398.90,45349664034.31,37935761722.85,22264238440.70,7446831674.70,37395351100.78,9150186674.59,,10191065137.70,1496077314.35,17055000313.18,13596302956.94,12982742393.46,9768946867.77,1430814118.58,3948666694.26,3182216057.49,4191121360.69,7146133399.74,5370006053.62,3957912455.10,3800847390.54,2415188501.52,5543006780.42,0.00,4023856564.07,2634061160.43,3019766842.18,0.00,4826403767.83,2591684084.59,5003352610.66,2044866344.79,4115248480.99,3537728580.55,2040966580.41,3889929102.78,1844102785.50,1423886021.99,3407207659.89,3324501599.95,944178853.79,2559962620.84,,2133783237.15,2598586750.08,3226800578.23,876382664.67,4649351687.73,4284718953.70,2186944391.87,1539421466.12,1914033286.25,3327379109.03,2451805392.28,2741722856.58,2507769731.36,832898278.92,236226261.89,929321327.30,558804130.45,2070899363.37,6377585323.85,1409716722.44,1496063592.92,1074388089.88,0.00,1622168739.04,1588979156.26,1404664631.05,1424002846.96,1688262622.04,767769867.88,283808023.65,1563863723.28,675892990.08,347021987.66,543100874.47,329182604.38,1107391300.23,724138182.02,564201698.94,1292634898.78,833697871.18,789004867.08,,976359173.24,2610663679.27,570411495.12,380301710.95,1440271528.61,571856324.84,761514842.70,1399683959.53,1345623657.58,1117003910.59,1519616063.83,876234588.94
2021-03-11,1044805904677.55,207916309215.61,37294121249.34,43134755617.84,36408738227.81,21262253816.12,7232723297.05,36853090170.43,9201978686.71,,10257500774.50,1449376142.89,16120109458.45,13352839248.37,12238032115.59,9308007626.68,1399518449.43,3801048410.64,3223497082.91,4020717597.11,7408207350.00,6621563126.72,3827607992.36,3705080043.21,2444282241.84,5097673644.09,0.00,3946683071.94,2626611377.00,2891511012.08,0.00,4501742850.62,2530934930.38,4680372475.23,2045801729.66,4364487422.62,3527872902.72,2052418380.94,3649354933.84,1679567718.38,1476660424.81,3178618294.75,3243986113.63,2857524953.64,2557280765.03,,2073922034.75,2738480542.78,3026582400.02,951299701.27,4428400576.79,3808848278.96,2011681886.54,1645069022.45,1936664682.31,3213241101.30,2359312218.60,2620535016.71,2492398480.97,866999030.75,311193809.94,930605903.86,554920727.94,2153241356.34,5490290285.43,1370249329.29,1512903802.25,1024776365.26,0.00,1551995693.32,1502651281.83,1365104668.80,1338515423.61,1672927983.01,758272096.73,285588070.31,1552865667.32,645258530.18,469721254.14,600257372.94,329898559.40,1233434607.88,645415300.40,537364882.90,1180553377.15,794595822.77,756143195.81,,914411122.26,2486948342.06,572336072.50,386585463.48,1359769253.90,562603320.47,710507468.05,1432680411.30,1179516702.13,1057753689.55,1426864643.65,846559604.58
2021-03-12,1077836070933.29,210018342198.10,37582370331.18,44525761191.37,35855208322.38,20746293012.12,7201587925.22,35856583093.92,9319995199.60,,10268971771.80,2084446129.20,16119273801.60,13397433550.55,12362317926.28,9167570379.95,1422079209.01,4251534865.37,3129540149.17,4386790439.52,7679079822.08,6944499170.22,3777850339.50,3685927959.71,2422221608.48,5029592870.82,0.00,3951913007.74,2664592770.19,2946992050.10,0.00,4453874597.07,2531896620.91,4560356784.96,2009342253.66,4785621551.52,3495773030.65,2063648099.25,3861721881.85,1623342476.92,1487587727.34,3134511093.51,3409408319.63,2790107418.96,2614433162.48,,2116134987.33,2981782577.02,2965400573.21,917086224.78,4232244363.69,3934864217.65,2025532561.82,2019377243.87,1965210700.76,3060470555.86,2360014919.76,2589811985.89,2586748502.86,904563978.77,395457242.88,878642061.37,554457745.53,2245393617.74,5341772780.87,1367469019.63,1650128395.85,1002887852.61,0.00,1691651806.11,2074277292.92,1378126623.06,1862380571.49,1867279884.66,743129980.15,284882064.66,1593766953.89,631497191.51,464541180.84,593763236.08,333299923.56,1204074734.73,691568885.90,525286199.40,1158488063.75,893061540.92,733774757.12,,911205631.11,2337434530.56,559515649.15,389910106.43,1331209944.53,533146480.58,718595511.63,1455793682.64,1130682881.15,1046152351.50,1366196288.83,856849639.13
2021-03-13,1069776383193.86,203771682506.15,38189879216.69,40908235661.64,33152429641.03,20167421887.68,7094349920.74,34769140591.64,9346257994.86,,10051664659.41,2052802384.68,16155326738.58,14765547012.44,11629066851.65,8762071745.86,1388168693.94,3904039878.02,3200791439.33,4273271113.93,7678057047.63,6994315671.34,3611424452.18,3583675344.11,2527610840.87,4639482139.35,0.00,3972723825.98,2717830654.97,2811370550.67,0.00,4272377782.03,2405789057.94,4401030762.67,1918017110.39,4822601781.28,3460856177.01,2374264712.94,3693236180.66,1474481941.08,1388508242.65,3049586973.31,3300542653.52,2729704964.82,2654382188.00,,2149847645.73,2838746158.45,2808210601.83,866964694.77,5693734303.99,3606292560.41,1901297120.49,2040201910.31,1943912076.50,2859227956.00,2259292013.79,2438683559.55,2677465126.80,961849044.30,457181855.80,867038461.66,528228569.47,2183628657.45,3558633877.57,1295126009.63,1585822843.03,987736493.85,0.00,1927160960.86,1915845813.75,1336861739.92,3904705480.78,2177722314.67,739659281.26,288381927.24,1618178975.35,604119652.77,437048844.18,569835469.09,324313855.69,1123427938.78,875982440.70,507178883.51,1226450896.58,877565508.82,678197788.71,,867081105.29,2108257744.85,562021821.14,542929058.58,1244786982.91,534622286.76,711903474.90,1364075169.22,994661189.30,1015518409.75,1276697022.75,1310673934.16
2021-03-14,1145191373521.59,222405459430.77,38311238719.40,42898756292.75,35195036232.60,21131015891.19,7750447457.35,36630956614.65,9441975283.50,,11181104326.17,2110419300.77,16859485766.81,15179786845.41,12325154783.42,9217968041.02,1617646645.19,4102822643.23,3180309843.75,4399468849.35,8203620226.28,6848077039.91,4096305621.47,3800609103.57,2858128526.54,5193069571.22,0.00,4267149896.29,2746532427.28,2985736402.44,0.00,4335665885.73,2617380216.51,4625686406.78,1968385283.67,5018182755.07,4076371954.18,2429774108.84,3811790033.15,1545353557.58,1423786031.68,3192598491.61,3607318911.99,2932657776.01,2665192799.17,0.00,2025656708.62,2831669209.79,2905766597.32,1131471338.77,5922782829.37,3960366190.91,2023179335.57,2053449070.16,1935808783.56,3033757357.61,2430259376.52,2442636979.71,3214948015.89,1006013913.68,438435531.39,903691950.38,831542285.98,2290866656.10,3291580691.93,1384474749.71,1709976078.60,1018930382.92,0.00,1926750381.67,2107671853.00,1419994184.04,3312169986.72,2338252851.83,733254663.84,298484562.81,1721347033.08,635541723.59,514620317.81,634865048.61,352839315.09,1212720515.56,1270267670.82,593767394.84,1334014115.94,885795381.07,717003690.67,,919725828.98,2197845857.80,640570902.04,504505121.18,1321947808.42,529572848.15,753183586.97,1310634959.74,1046675723.86,1059375009.55,1427076079.37,1610334541.56
